Tau,Router,Seed,P99,P95,SLA (%),Total Regret
200,Least Connections,13,108.34847933211796,104.91229999970246,25.735000000000003,59313.93179014985
200,Least Connections,14,122.21501989680178,118.44563762318627,97.195,204496.75230686646
200,Least Connections,15,77.98146022427855,74.31823067352107,0.0,3595.3763748028596
200,Pure DQN,1,95.91889890841284,89.34383584217247,0.245,3540.819062516696
200,Pure DQN,2,116.11345428614885,101.16116309550412,5.4399999999999995,13734.647262556844
200,Pure DQN,3,98.19843915671586,91.16068301351514,0.6,4351.0644915267685
200,Pure DQN,4,108.4572164539605,98.34069023347196,3.92,10751.977636542764
200,Pure DQN,5,116.53067636632308,104.43195935540008,6.329999999999999,15366.15200572313
200,Pure DQN,6,109.9166835509358,104.37301142216624,12.17,25113.586063235434
200,Pure DQN,7,115.1291030250787,99.63225096616257,4.92,13121.681718503958
200,Pure DQN,8,98.04082692244117,88.64687338520656,0.625,4374.837834385033
200,Pure DQN,9,113.32351104588422,91.95754343621672,3.64,10796.915170136019
200,Pure DQN,10,106.55191535759192,95.59167575871845,2.9899999999999998,9031.143062577647
200,Pure DQN,11,112.99914816014605,101.32089813321187,5.535,13688.18869160297
200,Pure DQN,12,108.95481456728874,99.02694417530476,4.51,11693.518430400412
200,Pure DQN,13,101.63492205995487,80.33838547531491,1.335,5408.8104813156315
200,Pure DQN,14,105.42598071667787,94.16268237184788,2.635,7889.578574367372
200,Pure DQN,15,102.97533393685652,92.05160487940479,1.94,6650.021056074843
200,Eps-Greedy DQN,1,99.84513854969472,93.33534169050235,0.96,4586.018377916536
200,Eps-Greedy DQN,2,104.48446232388288,91.25627885419159,1.68,6192.964815085527
200,Eps-Greedy DQN,3,106.00532554369319,83.98836533997977,2.56,7259.196905022114
200,Eps-Greedy DQN,4,109.23632273493818,92.8973474775894,2.325,6843.867406866045
200,Eps-Greedy DQN,5,110.4005843911954,97.65982882994467,4.275,11069.403086360446
200,Eps-Greedy DQN,6,114.51986614863974,94.73512391070766,3.2399999999999998,9394.842503651475
200,Eps-Greedy DQN,7,96.34738784051423,75.48756424032787,0.755,3802.371637501967
200,Eps-Greedy DQN,8,112.06136093886069,90.45859113919833,3.075,8635.750700881992
200,Eps-Greedy DQN,9,99.00774136202719,74.34948984229601,0.915,4766.514192346761
200,Eps-Greedy DQN,10,96.00241801038433,85.65116572676574,0.91,4123.694872780469
200,Eps-Greedy DQN,11,115.49811339915288,91.05474258594208,3.175,8734.993482991278
200,Eps-Greedy DQN,12,98.5471683648713,87.65212982079761,0.7250000000000001,3907.497481632628
200,Eps-Greedy DQN,13,102.21699777334035,86.74388327723456,1.63,5584.986403686816
200,Eps-Greedy DQN,14,108.8759728007564,87.27073358878351,1.8450000000000002,6097.199426146503
200,Eps-Greedy DQN,15,110.13996788417455,95.10124608501935,3.1649999999999996,9229.991891357766
200,Heuristic Only,1,113.65638943513854,103.37545371752091,12.98,33670.47174250608
200,Heuristic Only,2,116.64179114006028,113.23757071336857,79.045,166796.09857219114
200,Heuristic Only,3,109.8145452853627,86.75428624023237,2.76,9179.59108091623
200,Heuristic Only,4,111.77188588222522,107.81894803995493,38.615,85717.60919157676
200,Heuristic Only,5,120.6623685906655,117.23943191336473,67.77,143148.78895286872
200,Heuristic Only,6,98.47545922223787,80.61489407537286,0.8,4374.935637789561
200,Heuristic Only,7,126.18855930991083,122.7927567294792,89.445,191027.11236169797
200,Heuristic Only,8,109.3967173721208,98.37199250229784,4.405,11404.129867116042
200,Heuristic Only,9,104.02333096061388,99.57489372684967,4.245,15165.801039383407
200,Heuristic Only,10,124.10170132035661,120.59163104025879,69.265,148403.103923047
200,Heuristic Only,11,110.3296594908627,105.78457015484048,23.665,52387.18911360979
200,Heuristic Only,12,100.23376384967354,95.94891702124333,1.095,5517.811353905038
200,Heuristic Only,13,94.8657504108063,91.32903416485706,0.055,7239.81853117242
200,Heuristic Only,14,122.42312528143113,118.7933949086502,89.31,189430.9399175144
200,Heuristic Only,15,97.89539128954765,76.6148772771432,0.6649999999999999,3381.663538476341
200,RL Only,1,100.91856051899052,84.69876122511512,1.23,5024.819400396447
200,RL Only,2,97.61103557995699,88.23019533515838,0.505,3800.9502099606248
200,RL Only,3,101.47607806260308,92.30266339026929,1.295,5082.810535506873
200,RL Only,4,94.87623300602576,84.69815636058165,0.38999999999999996,3431.145165347677
200,RL Only,5,99.80575187479467,92.30585098058393,0.9299999999999999,4565.551700994394
200,RL Only,6,96.91146456237344,86.68770540595976,0.62,3758.6373355949504
200,RL Only,7,97.3577056483453,88.77453026960616,0.46499999999999997,4407.133172496642
200,RL Only,8,105.26053866351553,92.95669346889754,1.685,6217.307816917195
200,RL Only,9,106.92807238773788,97.58057599082827,3.2800000000000002,8659.099268995542
200,RL Only,10,104.58552654921625,94.0418529307086,2.5100000000000002,7624.505878148988
200,RL Only,11,100.90100174207508,94.1730983567336,1.32,6268.781999355264
200,RL Only,12,81.61576690494311,76.226590234932,0.0,2693.4479784826244
200,RL Only,13,99.41903549804844,90.10750017638172,0.915,4424.110584514068
200,RL Only,14,102.92581658390442,89.31905587176031,1.355,5047.073672620286
200,RL Only,15,96.60327875912999,90.50822253025116,0.61,4897.026130364241
200,Static Hybrid,1,98.98249266843668,93.45300255773127,0.695,4171.778745203749
200,Static Hybrid,2,106.3423726101193,94.96670999922111,3.01,9197.912717890942
200,Static Hybrid,3,102.37431377313453,94.01905281055352,1.675,6902.184453833934
200,Static Hybrid,4,94.11483358584883,79.6058034081607,0.52,3751.4321895937755
200,Static Hybrid,5,103.12240875087295,97.30407477491742,2.625,7962.066902897041
200,Static Hybrid,6,106.80376490050737,94.346648834157,2.905,8178.508239489654
200,Static Hybrid,7,113.53687764469005,99.08542795789327,4.485,11668.178308867271
200,Static Hybrid,8,102.58669731537687,92.63948284867203,1.81,6107.89373054765
200,Static Hybrid,9,108.30619965760314,91.97976310951923,3.0700000000000003,9973.975459374162
200,Static Hybrid,10,106.11284707146854,97.12360508383885,3.435,9113.667801021178
200,Static Hybrid,11,113.96347928589933,103.24381482171839,6.21,15189.289492822596
200,Static Hybrid,12,108.82958547273834,98.69113701369703,4.42,11056.193963029853
200,Static Hybrid,13,109.18740830265688,100.69845094895284,5.76,14068.804937966132
200,Static Hybrid,14,109.99467358099213,92.36041173578636,2.88,8685.371663589141
200,Static Hybrid,15,109.50334479871997,99.32491642068419,4.784999999999999,12407.528949043357
200,CGAR (Adaptive),1,94.41677914073591,78.10627063204561,0.33999999999999997,3656.271992970116
200,CGAR (Adaptive),2,104.54555789234182,88.36818894718365,1.7500000000000002,6060.927726695623
200,CGAR (Adaptive),3,112.77302335652145,84.34391241651856,3.05,8860.041852183816
200,CGAR (Adaptive),4,109.68822101126891,87.82083831977035,2.63,8930.913198158243
200,CGAR (Adaptive),5,112.70075811755511,91.53238780775128,3.125,8876.971607055555
200,CGAR (Adaptive),6,92.29381227571787,71.899632597284,0.215,2848.018202833451
200,CGAR (Adaptive),7,95.11176494509786,78.08776645607679,0.38,2912.3628411205605
200,CGAR (Adaptive),8,115.23173237689696,100.70671011726654,5.305,13082.28518577433
200,CGAR (Adaptive),9,115.84602048740366,103.29189339727891,5.56,13705.856765791359
200,CGAR (Adaptive),10,93.26773319597682,88.20738851263248,0.04,2590.6934295897668
200,CGAR (Adaptive),11,102.60268957077896,94.61660412466,1.9349999999999998,6024.041185402132
200,CGAR (Adaptive),12,106.72199777335342,93.71618487008732,2.85,8596.489592306547
200,CGAR (Adaptive),13,102.54621130524305,85.26831753919255,1.25,5358.1201071941505
200,CGAR (Adaptive),14,98.56699892880907,82.85072096156235,0.8049999999999999,3563.998034976075
200,CGAR (Adaptive),15,104.54621793539356,75.84661264517233,1.9949999999999999,6387.596889090536
